elapsed_time,total_updates,total_frames,loss,policy_loss,intrinsic_loss,reward,intrinsic,epsilon,arm,replay_ratio
70.01531600952148,1,82,0.05628865460233071,224.33497619628906,1.3906993048003642,0,54.23836135864258,0.9706000000000032,10,167.88524590163934
88.6816759109497,2,125,0.984270582692099,223.36968994140625,1.3509012354625156,0,54.23836135864258,0.9573000000000047,4,249.78048780487805
103.3747763633728,3,169,0.9385793059025996,222.42623901367188,1.3034952344096382,0,54.23836135864258,0.9433000000000062,3,245.784
114.73012161254883,3,239,0.9385793059025996,222.42623901367188,1.3034952344096382,0.0,54.23836135864258,0.9433000000000062,0,245.784
126.08070468902588,4,812,0.48866460516126387,107.90216064453125,1.2678275112630217,0.0,359.3861389160156,0.9267000000000081,14,171.39748953974896
137.27846384048462,4,1845,0.48866460516126387,107.90216064453125,1.2678275112630217,0.0,138.1577606201172,0.9267000000000081,7,171.39748953974896
147.5736620426178,5,15064,0.8360838460975171,178.39627075195312,1.196532256937644,0.0,70.11106872558594,0.9038000000000106,4,3.399163568773234
157.57892727851868,5,17519,0.8360838460975171,178.39627075195312,1.196532256937644,0.0,64.10416412353516,0.9038000000000106,4,3.399163568773234
167.58848190307617,6,19438,0.7439366980215435,173.47207641601562,1.0823003003242775,0.0,276.97857666015625,0.882400000000013,5,3.327520849128127
177.6697714328766,7,21953,0.7494662904124739,168.79983520507812,1.014006806875841,0.0,4.22913932800293,0.8606000000000154,7,3.26785795687651
187.67961430549622,7,24635,0.7494662904124739,168.79983520507812,1.014006806875841,0.0,6.489779472351074,0.8606000000000154,5,3.26785795687651
197.6886191368103,8,26688,0.8074903224871565,165.42291259765625,0.961757596982352,0.0,3.143315553665161,0.8378000000000179,7,3.2036913932663356
207.76756930351257,9,29089,0.6700936748650176,164.50436401367188,1.016969337586488,0.0,54.829837799072266,0.8159000000000203,1,3.1834006838669566
217.77850031852722,9,32024,0.6700936748650176,164.50436401367188,1.016969337586488,1.0,5.157868385314941,0.8159000000000203,9,3.1834006838669566
227.78849363327026,10,34459,0.7487368393965197,162.56317138671875,1.086596718407236,0.0,5.157868385314941,0.7917000000000229,12,3.1351599571406705
237.86784625053406,11,36812,0.7639111558339664,161.2582244873047,1.042251770519215,0.0,16.639995574951172,0.7702000000000253,9,3.088613494914046
247.86851739883423,11,39627,0.7639111558339664,161.2582244873047,1.042251770519215,0.0,8.298955917358398,0.7702000000000253,6,3.088613494914046
257.87952733039856,12,41562,0.3979445814729301,69.22000122070312,1.3260143809857254,0.0,8.298955917358398,0.7480000000000278,7,3.083632348882142
267.8905711174011,13,44141,0.9076765051025906,158.51531982421875,1.2363931045001664,0.0,224.37396240234375,0.7247000000000303,10,3.0487542365118623
279.1117970943451,14,47326,1.0689805382017477,158.39404296875,1.2794256841370952,0.0,8.880714416503906,0.7020000000000328,3,3.029497527785995
289.12203645706177,14,50027,1.0689805382017477,158.39404296875,1.2794256841370952,0.0,2.3906726837158203,0.7020000000000328,1,3.029497527785995
299.16975712776184,15,51280,1.0816732553935517,157.82192993164062,1.2918871294496057,0.0,3.608790874481201,0.682000000000035,8,3.0451977401129944
309.1810007095337,15,55408,1.0816732553935517,157.82192993164062,1.2918871294496057,0.0,4.4130778312683105,0.682000000000035,7,3.0451977401129944
320.71901273727417,16,55751,1.4814109651619956,202.55972290039062,1.3356954309965658,0.0,4.4130778312683105,0.6503000000000385,7,2.939068357518251
338.47038888931274,17,59291,1.5890094497343434,202.0626220703125,1.3464349303176277,0.0,2.181917428970337,0.6272000000000411,2,2.937255365096504
352.08737778663635,18,62686,1.161842038161061,214.8774871826172,1.3877695691808185,0.0,5.238492012023926,0.6062000000000434,5,2.9406566059407204
365.9240734577179,19,66709,1.1124167477967688,214.1051025390625,1.387708698915958,0.0,2.7135376930236816,0.5810000000000461,2,2.9188893222525576
380.7213261127472,20,70495,1.0414801662724764,212.76052856445312,1.3871940072676807,0.0,5.548437118530273,0.5570000000000488,2,2.9054542875381233
396.7812511920929,21,74532,0.8988203804561525,212.96896362304688,1.385138971003471,0.0,6.66888427734375,0.5315000000000516,1,2.8873836982935703
